book,chapter,verse,spanish,nasa_yuwe
1CO,4,4,"No sé de nada que haya hecho mal, pero eso no me hace justo. Es el Señor quien me juzga.",Nawa adx ũuste yu' ewme' sũhna yu'çme'. Aça' adxa' ew mjĩisath jĩçxa txã'wẽ we'weçmeeth. Jesukristo yuuçxáa adx ma'wẽ mjĩisatewa we'wewa'j ji'pha'.
1CO,4,5,"Así que no juzguen a nadie antes del tiempo correcto: cuando el Señor venga. Él traerá a la luz los secretos más oscuros que están ocultos, y revelará los motivos de las personas. Dios le dará a cada quien la alabanza que le corresponda.","Txãa pa'ga mjĩini's we'wewa'j en ãhmeyna yu', i'kwe'sxa' nuywe'wenuwe. Mũythaswe Jesukristo kĩhpkaçx. Txãa yuuçxáa ew ma'k yuu ewmée ma'k yuu nawa kaajiyu'juna makwe jiyunimeesa ũusteçxáa yaakxnisa sũthni yuu ma'k nawa jxuka. Txã'wẽ yũunijũ ya'jiyuna nasaa iisa ma'wẽ yũusaaçxawa."
1CO,4,6,"Ahora, hermanos y hermanas, he hecho esta aplicación para mí y para Apolos como un ejemplo para ustedes. De esta manera aprenderán a no ir más allá de lo que ha sido escrito, y no preferirán a uno más que al otro con arrogancia.","Yakhthẽ'jwe'sx, txã'wẽ nuywe'wena fxi'zeni'sthu yu'kxpeje', Apolos fxi'zeni vxite' adx fxi'zeni txãatx thegçxa txã'wẽy fxi'zekahn. Txã'wẽ yuuçxáa, i'kwe'sxa' jxpubamée fxi'zene'kwe Dxus yuwe ma'wẽ jxkaathe' txã'sçxáa kxtey yuuna. Sa' kim yuhwa txã'wẽ teeçxsaçxá's weeçx yajkxna wedxçxa', vxite yu's ahçena fxi'zemeene'kwe."
1CO,4,7,"¿Quién los hizo tan especiales? ¿Qué poseen que no les haya sido dado? Y si lo recibieron, ¿por qué dicen con orgullo que no les fue dado?","Idxa's ¿kimga jxthaakwe walasa vxit? Txã'wẽ Dxus peesnimeesa ¿kĩhçxá' ji'phga'? Txã'wẽ kĩhwa jxuka Dxus peesniçxá's ji'phçxa', ¿ma'wẽçxaga iiwejçx yaaki', idxçxáa pakweçxa uysáa na'wẽ?"
1CO,4,8,"Piensan que tienen todo lo que necesitan. Piensan que son muy ricos. Ustedes creen que ya son reyes, y que no nos necesitan. Yo desearía que en realidad ustedes estuvieran gobernando como reyes, para que nosotros pudiéramos gobernar con ustedes.","I'kwe'sxa' kĩhwa peejxmée ji'phsa na'wẽ yã'ji'kwe yaaki'. Kwe'sx yuutxi' e'skhẽ nvxihtçxa, jxkaahsa na'wẽ i'kwe yaaki'. Wejxwa jxkaahsaíi yuuwaça' ewna, kxah i'kwe'sx jxkaahnite kwe'sxwa ih ũsya' ãja'nja'w sũju'th."
1CO,4,9,"A mi modo de ver, Dios nos ha puesto como apóstoles en primera fila, condenados a morir. Nos hemos convertido en espectáculo ante todo el universo, para los ángeles y los seres humanos.","Kwe'sxa' Jesus jxkaahnisatha'w nawa Dxusa' nmejkhẽ ne' nvxiht sũju'th, naasáa ikhwa'j nvxiitnisa na'wẽçxáatha'w. Kwe'sx pxthaa yuuçxa uuçte', angeleswe'sx vxite' nasawa thegkahn nasa walaa ksxavxyte nvxiitni na'wẽ ũstha'w."
1CO,4,10,"Nosotros somos necios en Cristo, ¡pero ustedes son tan sabios en Cristo! ¡Nosotros somos los débiles, pero ustedes son tan fuertes! ¡Ustedes tienen la gloria, pero nosotros somos rechazados!","Kristo kaapiya'jni's pta'sxpa'gaçxáa kwe'sxtxi' kĩhtewa jiimeesa luuku we'wesata' jĩ'tx, naapkaçxha' i'kwe'sx yu' Kristo kaapiya'jni's sxiigmée jxuka jiisa na'wẽ i'kwe yaaki'. Kwe'sxa' ãhmeekwesatha'w, naapkaçxha' i'kwe'sx yu' jxtuhthesa i'kwe. Kwe'sxtxi' açe'tx nasa', nawa i'kwe'sx yuutxi' peeygãja'tx."
1CO,4,11,Hasta el momento presente estamos hambrientos y sedientos. No tenemos ropa que ponernos. Somos maltratados y no tenemos donde ir.,"Ãçxpkaçx pxthaa yuunatha'w fxi'ze', nasa ewmée nuywe'weni, wẽena, yũ'wẽena, athwa'j ropa ji'phmée, yatwa ji'phmeetha'w,"
1CO,4,12,"Trabajamos duro con nuestras propias manos. Cuando la gente nos maldice, nosotros les bendecimos. Cuando nos persiguen, lo soportamos.","sa' kuseju mjĩina wahtxnatha'w fxi'ze'. Nasa' kwe'sxtxi wẽesxutewa, ewçxáatha'w pasu'. Kwe'sxtxi pkxuuna pãpaçtewa, wantãyçxa iideewe'çmeetha'w."
1CO,4,13,"Cuando nos insultan, respondemos con bondad. Incluso ahora somos tratados como deshecho, como la peor basura que hay en todo el mundo.","Kwe'sxtxi açewe'weçtewa, ka'tu' peeygãhnatha'w yu'kxpeje'. Naa kiwete kxtã' seelpimeesa na'wẽtha'w fxi'ze', kazxsa's wãataani na'wẽtha'w yahçena fxi'ze' ãçxpkaçx."
1CO,4,14,"No escribo de esta manera para hacerlos sentir avergonzados, sino para advertirlos como hijos a quienes amo en gran manera.","I'kwe'sx thaamekahn txã'wẽ fxi'jaçmeeth, wejxwa adx luuçx wedxnisa na'wẽ yu'kxpehnaçxáath fxi'ja'."
1CO,4,15,"Aunque ustedes tengan miles de instructores cristianos, no tendrán muchos padres. Y fue en Cristo Jesús que yo me convertí en padre al compartir la buena noticia con ustedes.","Kristo jxkaahni's kaapiya'jsa diez mil ma'kwe ji'ph yuu, nawa ney na'wẽsa yu' kuhmée ji'phi'kwe. Txã'wẽ Kristo Jesus yakh fxi'zewa'ja's kaapiya'pha'ga i'kwe'sx ney na'wẽsa' adxthu."
1CO,4,16,Así que les ruego que imiten lo que yo hago.,"Txã'wẽth i'kwe'sxtxi neewe'we', adx na'wẽy fxi'zekahn."
1CO,4,17,"Por eso les envié a Timoteo, mi hijo fiel en el Señor y a quien amo. Él les recordará la manera como yo sigo a Cristo, así como siempre lo enseño en cada iglesia que visito.","Txãasa kajaçthu Timoteo adx nçxi'k wedxni na'wẽsa Kristo yakh txutemée fxi'zesa's. Txã' i'kwe'sxtxi kaayaki'jina adx ma'wẽ ne'tka Kristo yakh fxi'ze txã'sna. Sa' txã'wẽy mteeçxah Dxusa's jiisa pkhaakhena ũstxna kxsũ pekũhçxa', ma'wẽ ne'tka kaapiya'ja' txã'snaíiçxáa kaayaki'jina."
1CO,4,18,Algunos entre ustedes se han vuelto arrogantes y piensan que no me preocuparé por irlos a visitar.,"I'kwe'sx maaíi yu' wala çxhãçxha iiwejçx yajkxna ũsi'kwe, Pablo' bagaçx yuhwa pa'jmeena jĩna."
1CO,4,19,"Pero pronto iré a visitarlos, si es la voluntad del Señor. Entonces podré darme cuenta de qué cosas están diciendo estas personas arrogantes, y qué tipo de poder tienen.","Nawa Dxus ma'wẽ jxthãaste', dud yuwe'nja puutx uyya', txã'wẽ iiwejçx we'wena ũssa kĩh ma'tx yuu aan çxhãçxha we'wena ũsçxa', txã'wẽy Dxus yakhwa çxhãçxha fxi'zena ũstxna."
1CO,4,20,"Porque el reino de Dios no solo se trata de palabras, sino de poder.","Dxus yakh fxi'zenisa' yuwejuçxáa iiwejçx we'wena fxi'zenimeesa', wejxwa Dxus ma'wẽ jxkaathe', kxtey yuuna fxi'zewa'ja'."
1CO,4,21,"Entonces, ¿qué quieren ustedes? ¿Acaso iré con una vara a golpearlos, o iré con amor y espíritu de mansedumbre? < 4 >","I'kwe'sxtxi adx thegya' pa'jçxa' ¿ma'wẽkwe yuu jxthãasu'? ¿Peçxuukwe jxthãasukwe', meeçxa' peeygãhnakwe pa'j jxthãasu'á'? < 4 >"
1CO,5,1,"Escucho informes de que hay inmoralidad sexual entre ustedes, un tipo de inmoralidad que ni siquiera los extranjeros practican. ¡Un hombre viviendo con la esposa de su padre!",Teeçx i'kwe'sx yakh pkhaakhesa' peekx njĩ'j npaasa yakhíiçxáa nyu na'wẽ fxi'zena ũsa' jĩnik ya'jiyu'. Txã'wẽ fxi'zeni' pkal iiméh wala kazxsa'. Dxusa's jiimeesa yuhwa txã'wẽ yu' fxi'ze'çmeeta'.
1CO,5,2,¡Y se sienten tan orgullosos de sí mismos! ¿Acaso no deberían haber llorado de tristeza ante esto y expulsar a este hombre?,"Txã'wẽ kazx pkal yuusa's i'kwe'sx ksxavxyu kutxi'jipkaçxte, ewsatha'w sũhna iiweeçxwa'jçxá's i'kwe yaaki'."
1CO,5,3,"Aunque no esté allí físicamente, estoy allí en espíritu y tal como si estuviera allí ya di mi juicio respecto a este hombre.","Adxa' i'kwe'sx yakh ih yu' ũsmeeth, nawa adx ũus yaakxni yakh yu' i'kwe'sx yakh ih ũsthu. Txãasath txãa piçthẽ'j ma'wẽsatewa jiyuçxa', kastigãywa'theyã'j nvxiht, adx ũus yaakxni yakhçxáawa."
1CO,5,4,"Cuando se reúnan en el nombre del Señor Jesús, estaré allí con ustedes en espíritu y con el poder de nuestro Señor Jesús.","I'kwe'sxa' Jesukristo's neewe'weçxa txajx dxi'pte mpuutxwe'wewe pkhaakheçxa. Aça' adxwa i'kwe'sx yakh ih ũs na'wẽyçxáa pu'çxhi'nja, aça' Jesukristowa i'kwe'sx yakh ih ũsuna."
1CO,5,5,Entreguen a este hombre en manos de Satanás a fin de que su naturaleza pecaminosa sea destruida y él mismo pueda ser salvo en el día del Señor.,"Txã'wẽ yũuçxa txãa piçthẽ'ja's eçxthẽ'j kusete manvxihtwe, txajx kakwe' vxitukahn. Nawa txajx ũus yu' vxitumeena Jesukristo kĩi ente'."
1CO,5,6,No deberían estar orgullosos de esto. ¿Acaso no saben que apenas se necesita un poco de levadura para que crezca toda la masa?,"I'kwe'sxa' txã'wẽ kazx pkal yuusa's kutxi'jmée ũsçxa', iiwejçx yajkxna ũswa'j ji'phmeei'kwe. Jiimeewá'kwe na'wẽ we'weni's: Lewadura' le'çxkuẽeçxawa skuutxh ũ'wete jxuka pẽetheje'k jĩni's."
1CO,5,7,"Desháganse de esta vieja levadura para que puedan ser una nueva masa y hagan pan sin levadura. Cristo, nuestro Cordero de Pascua, fue crucificado.","Lewadura ewmeesa's mkuutxi'jwe pẽethekahmen, kxah i'kwe'sxa' Paskua fxiestate ũ'nisa pan lewadura ji'phmée na'wẽ yuune'kwe. Txã'wẽ pkal ji'phmée fxi'zekahnku Kristo' kwe'sx pa'gate uu, txã' kwe'sx Paskuatewe'sx piisxakuẽk yu'."
1CO,5,8,"Celebremos este festival, no con la vieja levadura del mal y de maldad, sino con el pan hecho sin levadura, el pan de la sinceridad y la verdad.","Txã'wẽyã'the', kwe'sx ũuste kĩh yuhwa ewmeesa ji'phmée Dxusa'sçxáa ũusuh jxuka yajkxna kwe'sx Paskua fxiesta's vxitwa'j ji'ptha'w. Txã'wẽ ew yajkxna vxitni', pan lewadura ji'phmeesa yakh fxiesta's vxitni na'wẽsa'. Nawa ewmée yajkxna Paskua fxiesta's vxitwa'j ji'phmeetha'w. Txã'wẽ ewmée yajkxna vxitni', lewadura ewmeesa yakh fxiesta's vxitni na'wẽ'."
1CO,5,9,En mi carta anterior les dije que no deberían juntarse con personas inmorales.,Nyafxíi vxite karta fxi'th txãate' na'wẽth yũukaah: Kazx pkal yũuna fxi'zesa yakh pkhaakhenuwe jĩnath fxi'j.
1CO,5,10,"Y no me refería a la gente inmoral de este mundo que tiene codicia y engaña a otros, o a los que son idólatras, pues de ser así tendrían que irse de este mundo.","Txã'wẽ kazx pkal yũuna fxi'zesa yakh, vxitee jĩitx kusa'j wẽesa, pesweesa, dxus ĩtximeesatx neewe'wesa txãawe'sx yakha' jxukate mtxuteewe peena yu' puutx uymée fxi'zeya' jĩçxa txã'wẽ we'wemeeth. Txãawe'sx yakh puutx uyya'mée txutee wẽeçxa', naa kiwejũ kasehçxa yuuçxáa txã'wẽ peena yu' puutx uymeene'kwe."
1CO,5,11,"Lo que quise decir cuando les escribí es que no deben juntarse con cualquiera que se haga llamar cristiano y sea inmoral, codicioso, o idólatra; o que sea abusador, borrachón o engañador. ¡Ni siquiera se sienten a comer con alguien así!","Na'wẽth yũukaah txã'sna ne'kwe jiyumée: Maawa yakhthẽ'tha'w jĩççxawa, kazx pkal yũuna, vxitee jĩitx kusa'j wẽesa ma'k yuu, dxus ĩtximeesatx neewe'wesa ma'k yuu, açewe'wena wẽesxuusáa ma'k yuu, tũusáa ma'k yuu, meeçxa' pesweesa ma'k yuu, txã'wẽ yũuna fxi'zesa's i'kwe'sx ksxavxyte jxpe'jnuwe jĩnaçxáath we'wena fxi'j. Nasa txã'wẽsa's i'kwe'sx yat-su pi'kxwa'jme', aça' ka'tuwa pi'kxmeena."
1CO,5,12,"No estoy en autoridad de juzgar a los que están fuera de la iglesia. Pero, ¿no deberíamos juzgar a los que están dentro de ella?",Dxusna jiimeesatxi' txãawe'sx ma'wẽ yũusaatewa adxa' txãatxi' paapẽjxna kastigãywa'j ji'phmeeth. Dxusçxáa kastigãywa'jsa' txãawe'sx ãhmée yũusaatxi'. Nawa i'kwe'sx ksxavxyte ũssa yakhthẽ'jwe'sx ãhmée yũuni yu's i'kwe'sx paapẽywa'jsai'kwe. Txãasa txãa kazx pkal yũusa's i'kwe'sx ksxavxyu mkuutxi'jwe. < 5 >
1CO,6,1,"¡Cómo se atreven ustedes a interponer una demanda ante jueces paganos cuando tienen una disputa con su prójimo! Por el contrario, ustedes deberían llevar este caso ante otros creyentes.","I'kwe'sx pwe'sx yuwe susni's ¿kĩh yũuçxakwe Dxusna jiimeesa khuẽs tasxsu paatxhĩ'khya' u'jwe', wejxwa yuwe susni's Dxusa's jiisa pwe'sx i'kwe'sxçxáa pheu'jupkaçxte."
1CO,6,2,"¿Acaso no saben que los creyentes cristianos juzgarán al mundo? Si ustedes van a juzgar al mundo, ¿no estarán aptos para juzgar en casos más pequeños?",I'kwe'sxa' jiimeewá'kwe Dxus luuçxyã'ja' naa kiwe yuhnawa kwe'sx jxkaahwa'jsameewá'ntka'w. Txã'wẽ naa kiwe yuhnawa i'kwe'sx jxkaahwa'jsaçxa' ¿kĩh yũuçxakwe yuwe thẽymeesa yu's pheu'jya' ãja'çmée?
1CO,6,3,¿Acaso no saben que nosotros juzgaremos a los ángeles? ¡Cuánto más estas cosas que tienen que ver con esta vida!,"I'kwe'sxa' jiimeewá'kwe kwe'sxa' angeleswe'sx yuhtxwa yu'kxpehwa'jsameewá'ntka'w. Txã'wẽçxa', kwe'sx pwe'sx yuwe susni's wejx ũukhmée pheu'jwa'j ji'ptha'w."
1CO,6,4,"De modo que si tienen que juzgar cosas que tienen que ver con esta vida, ¿cómo es que pueden ir ante los jueces que no son respetados por la iglesia?",I'kwe'sx pwe'sx kazxthẽ'j susna puiini's ¿kĩjxa'kwe paatxhĩ'khya' u'jwe' Dxusa's jiimeesa tasxsu?
1CO,6,5,Y al decirles esto quiero que se sientan avergonzados. ¿Qué? ¿Acaso no pueden encontrar a una persona sabia entre ustedes que pueda arreglar la disputa que tienen?,Na'wẽth we'we' i'kwe'sx thaamekahn: ¿Yakhthẽ'jwe'sx pwe'sx yuwe susni's pheu'jwa'jsa teeçxçxáawa jiisameewáana açne'kwe txã'wẽ vxitetx pi'kxya' u'jwe'?
1CO,6,6,"¡En lugar de ello, un creyente lleva a otro creyente a la corte y presenta el caso ante quienes no son creyentes!",Yakhthẽ'j pwe'sx yuwe susni's Dxusna jiimeesa khuẽs tasxsu paatxhĩ'khte' ¿ewmanx?
1CO,6,7,El hecho mismo de que ustedes tienen demandas interpuestas contra otros ya es un completo desastre. ¿No sería mejor aceptar la injusticia? ¿Por qué no aceptan que otros los defrauden?,"Txã'wẽ i'kwe'sx pwe'sxíiçxáa puutx puiina fxi'zeni' kazx thaampa'sa', aça' ¿mjĩitekwe i'kwe'sxtxi pesweena ma'wẽwa pthãaweçtewa Dxusa's jiimeesa tasxsu yu' paatxhĩ'khya' u'jmée sxuuna' neeyũ'çmée?"
1CO,6,8,Pero sí prefieren mejor hacer juicio injusto y defraudar incluso a sus hermanos creyentes de la iglesia.,"Txã'wẽ yũumée i'kwe'sxtxi pesweete', i'kwe'sxwa yakhthẽ'j jĩitxíiçxáa pesweena kĩhwa ewmée i'kwe yũ'."
1CO,6,9,"¿Acaso ustedes no saben que los injustos no heredarán el reino de Dios? ¡No se dejen engañar! Las personas que son inmorales, idólatras, adúlteros, pervertidos sexuales, homosexuales,","Jiimeewá'kwe Dxus jxkaahna ũsnite u'kaya' ãjawa'jsameeta' txã'wẽ ewmée yũusa' jĩni's. Jxpubanuwe, txã'wẽ yũusa' Dxus jxkaahna ũsnite u'kaya' ãjawa'jsameeta': Pkal kazxsate fxi'zesa, dxus ĩtximeesa's neewe'wesa, ptamçxawa vxite yakh fxi'zesa, piçthẽ'j pwe'sxíiçxáa pkal yuuna fxi'zesa, pesweesa, vxitee jĩitx kusa'j wẽesa, tũusáa, wẽesxuusáa, ĩsxiiçxa vxitee jĩ's iiyamusa txãawe'sxa' Dxus jxkaahnite u'kaya' ãjameetxna."
1CO,6,11,"Algunos de ustedes eran así, pero han sido limpiados y santificados. Han sido justificados en el nombre del Señor Jesucristo, y en el Espíritu de nuestro Dios.","I'kwe'sxa' nyafxíi yu' txã'wẽsa i'kwe yu'. Nawa ãçxha' Dxus peltunãyte', jxuka yaateni i'kwe, sa' Jesukristo vxite' kwe'sx Dxus Espiritu pu'çxte', Dxus yakh yuuçxáa fxi'zesai'kwe. Peekx kakwe's pkalte kaafxi'ze'jwa'jme'"
1CO,6,12,"La gente dice: “Yo soy libre de hacer cualquier cosa”, ¡pero no todo es apropiado! “Yo soy libre de hacer cualquier cosa”, ¡Pero no permitiré que eso tenga control sobre mí! La gente dice:","Kwe'sxtxi ma'wẽ yũuweçxtewa ma'wẽwa fxi'ze'nja'w nawa kwe'sx fxi'zeni's kim yuhwa yupmeena jĩ'tx txã' isa yuja'. Nawa jxuka yuutxi's nwẽese'jwa'j ji'phmeetha'w, maaíi yu' seelpimeesata' txãa pa'ga."
1CO,6,13,"“La comida es para el estómago y el estómago es para la comida”, pero Dios destruirá a ambos. Además, el cuerpo no debe ser usado para la inmoralidad, sino para el Señor, y el Señor para el cuerpo.","Isatx we'we': Ũ'a' tutxhtewe'sxa', naapkaçxha' tutxha' ũ' jxpa'gawa'jsa', aça' txãatxi' ¿kim yupuukx? jĩ'tx. Isa txãa e'zsa' txã'wẽtewe'sx yuhta', aça' txãatxi' we'wewa'j ji'phmeetha'w, pçuwa'jsaçxáata' naa pa'ga. Nawa kakwe's ptammeesa yakh pkalte kaafxi'ze'jwa'jme', txãa pa'gatey kwe'sx kakwe' Kristo jĩ', naapkaçxha' Kristo' kwe'sx kakwe's jxpe'jsa' naa pa'ga."
1CO,6,14,"Por su poder, Dios levantó al Señor de los muertos, y de la misma manera nos levantará a nosotros.","Dxusa' ma'wẽga Kristo's ĩtxi vxit, txã'wẽy kwe'sx kakwe'swa thẽymée ĩtxi vxit ya'wa', naa pa'ga pkalte fxi'zewa'jsame'."
1CO,6,15,¿No saben que sus cuerpos son parte del cuerpo de Cristo? ¿Debería tomar las partes del cuerpo de Cristo y unirlas con una prostituta? ¡Por supuesto que no!,"I'kwe'sx kakwe' teeçxsa na'wẽçxah Kristo kakweíiçxá', aça' txã'sa' jiimeewá'kwe. Txã'wẽte', Kristo kakwe's uweçxa u'y ewmeesa yakh utxaate ¿ewmanx? Weh yuhwa txã'wẽ yũuwa'jme'."
1CO,6,16,¿No se dan cuenta de que cualquiera que tiene sexo con una prostituta viene a ser “un cuerpo” con ella? Recuerden que la Escritura dice: “Los dos serán un cuerpo”.,"Meeçxa' i'kwe'sxa' jiimeewá'kwe, u'y ewmeesa yakh pkal yũunijũ' teeçx kakweçxáak yuuna pa'ja' jĩni's. Txã'sna we'weçxak Dxus librute na'jĩ': E'zsa teeçx kakweçxáa yuuna pa'jana jĩ'k."
1CO,6,17,¡Pero todo el que se une al Señor es uno con él en espíritu!,"Txãa pa'gak maawa Kristo yakh utxaate', Kristo yakh teeçx kakweçxáa yuuna pa'ja' Dxus dxi'pte."
1CO,6,18,"¡Manténganse lejos de la inmoralidad sexual! Todos los demás pecados que la gente comete ocurren fuera del cuerpo, pero la inmoralidad sexual es un pecado contra sus propios cuerpos.","Ma'wẽ yuhwa nyumeesa yakh kazx pkal yuuwa'jme'. Pkal ma'wẽsawa ũsta', nawa peekx kakwe yakh yu' meek pkal yu'. Nawa ptammeeçxa kazx pkal yuuna fxi'zesa' txajx kakwe's íiçxáak suwu', pkalte jxũna u'jçxa."
1CO,6,19,"¿Acaso no saben que sus cuerpos son Templo del Espíritu Santo que está dentro de ustedes, y que recibieron de Dios?","Jiimeewá'kwe i'kwe'sx kakwe' Dxus Espiritu u'pwa'ja', txãa pa'ga i'kwe'sx ũuste' Dxus Espiritu u'pa', aça' kakwe' i'kwe'sx jĩi me'."
1CO,6,20,Ustedes no se pertenecen. ¡Alguien pagó un precio por ustedes! ¡Así que glorifiquen a Dios en sus cuerpos! < 6 >,"I'kwe'sxa' Dxus weynisai'kwe wala pa'gate. Txã'wẽyã'the', kazx yũumée Dxus dxi'pte ewçxáa yũuna mfxi'zewe i'kwe'sx kakwe yakh vxite' i'kwe'sx ũus yaakxni yakhwa txã'wẽy. Txã'wẽme', e'zíi Dxus jĩiçxaçxáata'. < 6 >"
1CO,7,1,"Hablaré en cuanto a lo que me escribieron, diciendo: “No es bueno casarse”.",I'kwe'sx pẽjxna fxi'jni's ãçxh pasya'wath. Piçthẽ'ja' nyu ji'phmée fxi'zetewa ew yuhna.
1CO,7,2,"Sin embargo, por causa de la tentación hacia la inmoralidad sexual, es mejor que cada hombre tenga su propia esposa, y cada mujer su propio esposo.","Nawa txã'wẽ pkal kazx yuuwa'jçxáak wala kaseje' naa pa'ga piçthẽ'ja' nyu ji'phuwa'ja', aça' txã'wẽy u'ywa peekx nmi' ji'phuwa'ja'."
1CO,7,3,"El esposo debe satisfacer las necesidades sexuales de su esposa, y la esposa las de su esposo.","Nmi'a' zhiçxkwe fxi'zewa'ja' txãawe'sx nyu yakh, aça' nyua' txã'wẽy ew zhiçxkwe fxi'zewa'ja' txãawe'sx nmi' yakh."
1CO,7,4,"El cuerpo de la esposa no solo le pertenece a ella, sino también a su esposo; y de la misma manera el cuerpo del esposo no solo le pertenece a él sino también a su esposa.","Nyua' peekx kakwe' sũhna yaakxwa'j ji'phme', txajx kakwe' nmi' jĩ' naa pa'ga, naapkaçxha' nmi'wa peekx kakwe' sũhna yaakxwa'j ji'phme', txajx kakwe' nyu jĩ' naa pa'ga."
1CO,7,5,"De manera que no se priven el uno del otro, excepto por mutuo acuerdo, por un tiempo, por ejemplo, si quieren dedicar un tiempo a la oración. Después, vuelvan a estar juntos para que Satanás no los tiente a pecar por causa de su falta de dominio propio.","Ptamsa yã'ja', ih fxi'zeni's puutx wa'lwa'jme', naasáa Dxusna orãyya'waçxa yuuçxáa, maz ençxáawa txutewa'ja'. Nawa e'su yã'ja' ki' ih fxi'zewa'ja', txã'wẽme' eçxthẽ'j kaypuba'jwe'sxte."
1CO,7,6,"No les digo esto como un mandamiento, sino como una concesión.","Maawa jxukaysa ptamuwa'ja's jxkaja'çmeeth, nawa ptamuçxa fxi'zenik adx yakha' ew thegu' naa pa'gaçxáath txã'jĩ'."
1CO,7,7,"No obstante, desearía que todos fueran como yo, pero cada persona tiene su propio don de Dios. Una persona tiene uno, mientras otra persona tiene otro.","Jxukay adx na'wẽçxaçxáa fxi'zewaç, wejx ewna sũju'th. Nawa Dxusa' nasaa iisa fxiyfxiy fxi'zewa'ja's ne' pees, vxitetxi' ptamuçxa fxi'zewa'j, vxitetxi' ptamumée fxi'zewa'j."
1CO,7,8,"A los que aún no están casados, o a los que han enviudado, yo les diría que es mejor que permanezcan como yo.",Vxiudawe'sx vxite' ptammeesatxthu yu'kxpeje' txãawe'sxa' ptamumée adx na'wẽçxáa fxi'zewaç wejx ewna.
1CO,7,9,"Pero si carecen de dominio propio, entonces deben casarse, porque es mejor casarse que estarse quemando de deseo.","Nawa peekx kakwe jxthãasni's neeweya' ãjasame' ptamuçxa fxi'zeni wejx ewna, txãasuçxáa yajkxna fxi'zeya'mée."
1CO,7,10,"Estos son mis consejos para los que están casados, de hecho, no son míos sino del Señor: La esposa no debe abandonar a su esposo","Nawa ãçxha' ptamsatxthu jxkaaja': nyua' nmi' yakh txutewa'j ji'phme'. Na'wẽ jxkaahni' adx yajkxçxa we'wenime', Dxusku txã'wẽ jxkaaja'."
1CO,7,11,"(o si lo hace, no debe volver a casarse, o debe regresar con él); y el esposo no debe abandonar a su esposa.",Nawa maa enteya' maaíi yu' txã'wẽ nmi' yakh txutewáana nawa txãa u'ya' peena yu' vxite yakh iimi'ya' ãjameena. Meeçxa' nmi' yakh ki' yuwee ewuuçxa yu' nmi' tasxtey ki' sxawedxa' ãjana. Txã'wẽy nmi'wa txajx nyu yakh txuteeya' ãjameena.
1CO,7,12,"Ahora, al resto de ustedes (y en esto hablo yo, y no el Señor), yo les diría que si un hombre cristiano tiene una esposa que no es cristiana y ella está dispuesta a permanecer con él, entonces él no debe dejarla.","Ãçxha' vxitetxi' adx ũus yaakxni yakhthu yu'kxpeje': Maa yakhthẽ'j nyuuwa Kristo's ũuste jxpa'gasameeçxawa, nmi' yakh wa'lmée fxi'ze wẽeyã'the', nmi'a' txutemeete ewna."
