"id","initial","page","headword","part_of_speech","gloss","authority","audio_url","source_url"
"1147","y","2","yat dyi’pte","adverb locative","en frente de la casa","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=y&page=2&lang=es"
"1164","e","1","eca","adverbio","afuera","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1165","e","1","ecajuwe’sh","sustantivo","el extranjero","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1166","e","1","ech","sustantivo","animal salvaje, fiera, el demonio","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_078demonio.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1167","e","1","ech ãwã","sustantivo","la hierbamora (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1168","e","1","ech cupjy","sustantivo","la candelilla (insecto)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1169","e","1","ech iiyamunisa","sustantivo","endemoniado","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_240endemoniado.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1170","e","1","ech pijts","sustantivo","el viudo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_198viudo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1171","e","1","ech u’y","sustantivo","la viuda","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_199viuda.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1172","e","1","echech","adverbio","fregado","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_793fregado.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1173","e","1","echtel","sustantivo","perico plomo (aven nocturna, mal agüero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1174","e","1","echtjẽ’j","sustantivo","el diablo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_241diablo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1175","e","1","echtsẽy","sustantivo","la luciérnaga (insecto)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1176","e","1","efy","sustantivo","el colmillo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_016colmillo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1177","e","1","ej","sustantivo","la roza, el sembrado","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_429roza.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1178","e","1","ej atũ","sustantivo","plataforma en los sembrados","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1179","e","1","ejme","sustantivo","la corriente del rió","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1180","e","1","ejejme","sustantivo","corriente del río tendido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1181","e","1","ejnd","sustantivo","el temblor (de tierra)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1182","e","1","ejnd u’j-","verb intransitive","haber temblor, terremoto","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1183","e","1","ejnz","sustantivo","el verano","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1184","e","1","enz en","sustantivo","tiemp de verano","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1185","e","1","ejwa","sustantivo","el cucharón (de madera)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_282cucharon.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1186","e","1","ejy","sustantivo","la peña","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1187","e","1","ejy u’j-","verb intransitive","haber derrumbe","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1188","e","1","ele","sustantivo","cosquillas","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1189","e","1","en","sustantivo","el día, tiempo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_112dia.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1190","e","1","enda-","verb intransitive","flotar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1191","e","1","enzh","adjetivo","aguado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1192","e","1","epsa","sustantivo","el rastrojo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1193","e","1","ets","sustantivo","la hoja (de árbol o planta), el papel","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1194","e","1","etse","noun, adjective","frío","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1195","e","1","etse yuu","verb impersonal","hacer frío","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1196","e","1","ew","adjective, adverb","bien, bueno","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_924bien.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1197","e","1","ewcha","interjección","!Hola! (saludando a un hombre)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_690hola.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1198","e","1","ewchacue","interjección","!Hola! (saludando a una mujer o a varias personas)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_691holasalutandoaunamujer.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1199","e","1","ewmée","adjective, adverb","malo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1200","e","1","ewmeete neeyũu-","verb intransitive","ser condenado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1201","e","1","ewmeete nyijt-","verb transitive","condenar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1202","e","1","ewsa","noun, adjective","bueno, fino","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1203","e","1","ewte neeyũu-","verb intransitive","ser salvo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1204","e","1","ewte nvijt-","verb transitive","Salvar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1205","e","1","ewuní","sustantivo","el poder","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1206","e","1","ewuu","verb intransitive","poder","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1207","e","1","ewuu-","verb intransitive","mejorarse, componerse (el tiempo)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_113mejorarse.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1208","e","1","e’cy","sustantivo","la leña","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1209","e","1","e’nz","adjetivo","dos","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1210","e","1","e’nze’nz","adjetivo","de dos en dos","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1211","e","1","e’nzíi","adjetivo","ambos","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1212","e","1","e’s","adverbio","atrás, detrás","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1213","e","1","e’ste u’j-, e’ste yuj-","verb intransitive","seguir","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1214","e","1","e’stewe’sh","sustantivo","menor, segundo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1215","e","1","e’su","adverbio","después (posterioridad de tiempo)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_114despues.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1216","e","1","e’swe’sh","sustantivo","descendiente","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1217","e","1","e’shavy","sustantivo","el oso (mamífero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1218","e","1","e’shi-, e’shi’ji-","verb intransitive","tener hipo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1219","e","1","e’shwee","sustantivo","la tosferina (la tos ferina)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1220","e","1","e’ts, e’tscuẽ","sustantivo","esmeralda, colibrí (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1221","e","1","ee","sustantivo","sangre","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1222","e","1","ee watse","sustantivo","la vena","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1223","e","1","een, eena’","sustantivo","la luz, claridad","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1224","e","1","een, eena’","adjetivo","atento","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1225","e","1","eenze-","verb intransitive","reclinarse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=e&page=1&lang=es"
"1252","f","1","fiesta","sustantivo","la fiesta","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1253","f","1","fiesta yat","sustantivo","la casa donde se celebra la fiesta","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_730casadonesecelebralafiesta.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1254","f","1","fiesta’ja-","verb intransitive","hacer fiesta","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_468hacerfiesta.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1255","f","1","fillunde-","verb transitive","descoyuntarse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1256","f","1","fillute-","verb intransitive","descoyuntar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1257","f","1","fime","sustantivo","la cana","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1258","f","1","fina-(fiina-)","verb transitive","ahorrar (comida o dinero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1259","f","1","finfina-","verb transitive","ahorrar (varias cosas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1260","f","1","find-, findu-","verb transitive","disolver","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1261","f","1","findy","sustantivo","la coyuntura, canuto de la caña","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1262","f","1","finze","adjetivo","frío","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1263","f","1","finze yuu-","verb intransitive","enfriarse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1264","f","1","finzh","sustantivo","la guacharaca (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1265","f","1","finzh cjũch","sustantivo","el pavo de monte (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1266","f","1","finzh wala","sustantivo","el pavo de monte (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1267","f","1","finzha","sustantivo","el codo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1268","f","1","fita-","verb intransitive","encogerse (tela)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1269","f","1","fitscu’ng","sustantivo","el nudillo (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1270","f","1","fitse","adjetivo","espeso","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1271","f","1","fitse-","verb intransitive","espesarse, ponerse espeso","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1272","f","1","fitsj","sustantivo","el cuí, conejillo de indias (mamífero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1273","f","1","fiw","sustantivo","la semilla (de plantas), la semilla (raza de animales)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_020semilla.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1274","f","1","fiw-, fiwúu-","verb transitive","recoger (granos)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_300recogergranos.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1275","f","1","fiy","adjetivo","distinto, diferente, extraño","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1276","f","1","fiymée","adjetivo","igual","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1277","f","1","fiy vit-","verb transitive","confundir, perturbar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1278","f","1","fiy we’we-","verb transitive","hablar mal","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_720hablarmal.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1279","f","1","fiy yajcy-","verb transitive","pensar mal","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_766pensarmalcut.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1280","f","1","fiy yuu-","verb intransitive","cambiar de aspecto","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
"1281","f","1","fiy yũu-","verb transitive","portarse mal","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_759portarsemal.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=f&page=1&lang=es"
